அஃதாவது:[[அஃதாவது, , , , , , , , , , , ]]
ஈசுவரி:[[ஈசு, வ், அரி, , , , , , , , , ], [ஈசு, வரி, , , , , , , , , , ], [ஈசுவர், இ, , , , , , , , , , ]]
ஈசுவரி:[[ஈசு, வ், அரி, , , , , , , , , ], [ஈசு, வரி, , , , , , , , , , ], [ஈசுவர், இ, , , , , , , , , , ]]
ஈச்சை:[[ஈச்சை, , , , , , , , , , , ]]
ஈடாடு:[[ஈ, டாட், உ, , , , , , , , , ]]
ஈடாட்டம்:[[ஈ, ட், ஆட்டம், , , , , , , , , ]]
ஈடிணை:[[ஈடி, ண், ஐ, , , , , , , , , ], [ஈடிண், ஐ, , , , , , , , , , ], [ஈட், இணை, , , , , , , , , , ]]
ஈடிணை:[[ஈடி, ண், ஐ, , , , , , , , , ], [ஈடிண், ஐ, , , , , , , , , , ], [ஈட், இணை, , , , , , , , , , ]]
ஈடிணை:[[ஈடி, ண், ஐ, , , , , , , , , ], [ஈடிண், ஐ, , , , , , , , , , ], [ஈட், இணை, , , , , , , , , , ]]
ஈடு:[[ஈ, ட், உ, , , , , , , , , ]]
ஈடுகட்டு:[[ஈடுக, ட், டு, , , , , , , , , ], [ஈடுகட்ட், உ, , , , , , , , , , ], [ஈடுகட், உ, , , , , , , , , , ]]
ஈடுகட்டு:[[ஈடுக, ட், டு, , , , , , , , , ], [ஈடுகட்ட், உ, , , , , , , , , , ], [ஈடுகட், உ, , , , , , , , , , ]]
ஈடுகட்டு:[[ஈடுக, ட், டு, , , , , , , , , ], [ஈடுகட்ட், உ, , , , , , , , , , ], [ஈடுகட், உ, , , , , , , , , , ]]
ஈடுகொடு:[[ஈ, ட், உ, க், ஒடு, , , , , , , ]]
ஈடுசெய்:[[ஈடு, செய், , , , , , , , , , ]]
ஈடுபடு:[[ஈ, ட், உ, , , , , , , , , ]]
ஈடுபடுத்து:[[ஈடுபடு, த்து, , , , , , , , , , ], [ஈடுபடுத்த், உ, , , , , , , , , , ]]
ஈடுபடுத்து:[[ஈடுபடு, த்து, , , , , , , , , , ], [ஈடுபடுத்த், உ, , , , , , , , , , ]]
ஈடுபாடு:[[ஈடுபாடு, , , , , , , , , , , ]]
ஈடுபெறாதகடன்:[[ஈடுபெறாதகடன், null, , , , , , , , , , ]]
ஈடுபெற்ற:[[ஈடுபெற்ற, null, , , , , , , , , , ]]
ஈடுவை:[[ஈடு, வ், ஐ, , , , , , , , , ], [ஈடுவ், ஐ, , , , , , , , , , ], [ஈடு, வை, , , , , , , , , , ]]
ஈடுவை:[[ஈடு, வ், ஐ, , , , , , , , , ], [ஈடுவ், ஐ, , , , , , , , , , ], [ஈடு, வை, , , , , , , , , , ]]
ஈடுவை:[[ஈடு, வ், ஐ, , , , , , , , , ], [ஈடுவ், ஐ, , , , , , , , , , ], [ஈடு, வை, , , , , , , , , , ]]
ஈடேறு:[[ஈ, ட், ஏறு, , , , , , , , , ]]
ஈடேற்றம்:[[ஈ, ட், ஏற்றம், , , , , , , , , ]]
ஈடேற்று:[[ஈடேற், ற், உ, , , , , , , , , ], [ஈடேற்ற், உ, , , , , , , , , , ], [ஈட், ஏற்று, , , , , , , , , , ]]
ஈடேற்று:[[ஈடேற், ற், உ, , , , , , , , , ], [ஈடேற்ற், உ, , , , , , , , , , ], [ஈட், ஏற்று, , , , , , , , , , ]]
ஈடேற்று:[[ஈடேற், ற், உ, , , , , , , , , ], [ஈடேற்ற், உ, , , , , , , , , , ], [ஈட், ஏற்று, , , , , , , , , , ]]
ஈட்டி:[[ஈட்டி, , , , , , , , , , , ]]
ஈட்டிக்காரன்:[[ஈட்டிக்கார், அன், , , , , , , , , , ]]
ஈட்டிய:[[ஈட்டு, இய, , , , , , , , , , ]]
ஈட்டு:[[ஈட்டு, , , , , , , , , , , ]]
ஈட்டுத்:[[ஈட்டு, த், , , , , , , , , , ]]
ஈட்டுப்:[[ஈட்டு, ப், , , , , , , , , , ]]
ஈனம்:[[ஈன், அம், , , , , , , , , , ]]
ஈனுலை:[[ஈன், உலை, , , , , , , , , , ]]
ஈன்:[[ஈன், , , , , , , , , , , ]]
ஈன்றெடு:[[ஈன், ற், எடு, , , , , , , , , ]]
ஈமக்:[[ஈமம், க், , , , , , , , , , ]]
ஈமச்சடங்கு:[[ஈமச்சடங்கு, null, , , , , , , , , , ]]
ஈமான்:[[ஈமான், , , , , , , , , , , ]]
ஈயடிச்சான்:[[ஈயடிச்சான், null, , , , , , , , , , ]]
ஈயப்பற்று:[[ஈயப்ப், அற்று, , , , , , , , , , ], [ஈயப்பற்ற், உ, , , , , , , , , , ]]
ஈயப்பற்று:[[ஈயப்ப், அற்று, , , , , , , , , , ], [ஈயப்பற்ற், உ, , , , , , , , , , ]]
ஈயம்:[[ஈயம், , , , , , , , , , , ]]
ஈயாப்பிசினி:[[ஈயாப்பிசினி, null, , , , , , , , , , ]]
ஈயோட்டு:[[ஈயோ, ட், டு, , , , , , , , , ], [ஈயோட், ட், உ, , , , , , , , , ], [ஈயோட்ட், உ, , , , , , , , , , ], [ஈயோட், உ, , , , , , , , , , ], [ஈய், ஓட்டு, , , , , , , , , , ], [ஈயோட், டு, , , , , , , , , , ]]
ஈயோட்டு:[[ஈயோ, ட், டு, , , , , , , , , ], [ஈயோட், ட், உ, , , , , , , , , ], [ஈயோட்ட், உ, , , , , , , , , , ], [ஈயோட், உ, , , , , , , , , , ], [ஈய், ஓட்டு, , , , , , , , , , ], [ஈயோட், டு, , , , , , , , , , ]]
ஈயோட்டு:[[ஈயோ, ட், டு, , , , , , , , , ], [ஈயோட், ட், உ, , , , , , , , , ], [ஈயோட்ட், உ, , , , , , , , , , ], [ஈயோட், உ, , , , , , , , , , ], [ஈய், ஓட்டு, , , , , , , , , , ], [ஈயோட், டு, , , , , , , , , , ]]
ஈயோட்டு:[[ஈயோ, ட், டு, , , , , , , , , ], [ஈயோட், ட், உ, , , , , , , , , ], [ஈயோட்ட், உ, , , , , , , , , , ], [ஈயோட், உ, , , , , , , , , , ], [ஈய், ஓட்டு, , , , , , , , , , ], [ஈயோட், டு, , , , , , , , , , ]]
ஈயோட்டு:[[ஈயோ, ட், டு, , , , , , , , , ], [ஈயோட், ட், உ, , , , , , , , , ], [ஈயோட்ட், உ, , , , , , , , , , ], [ஈயோட், உ, , , , , , , , , , ], [ஈய், ஓட்டு, , , , , , , , , , ], [ஈயோட், டு, , , , , , , , , , ]]
ஈயோட்டு:[[ஈயோ, ட், டு, , , , , , , , , ], [ஈயோட், ட், உ, , , , , , , , , ], [ஈயோட்ட், உ, , , , , , , , , , ], [ஈயோட், உ, , , , , , , , , , ], [ஈய், ஓட்டு, , , , , , , , , , ], [ஈயோட், டு, , , , , , , , , , ]]
ஈரடிமான:[[ஈரடிமான, null, , , , , , , , , , ]]
ஈரப்பசை:[[ஈரப்ப, ச், ஐ, , , , , , , , , ], [ஈரப்பச், ஐ, , , , , , , , , , ]]
ஈரப்பசை:[[ஈரப்ப, ச், ஐ, , , , , , , , , ], [ஈரப்பச், ஐ, , , , , , , , , , ]]
ஈரப்பதன்:[[ஈரப்பத், அன், , , , , , , , , , ]]
ஈரப்பதம்:[[ஈரப்பத், அம், , , , , , , , , , ]]
ஈரம்:[[ஈர், அம், , , , , , , , , , ]]
ஈரலி:[[ஈர, ல், இ, , , , , , , , , ]]
ஈரலிப்பு:[[ஈரலிப்ப், உ, , , , , , , , , , ]]
ஈரல்:[[ஈரல், , , , , , , , , , , ]]
ஈருருவி:[[ஈர், உருவி, , , , , , , , , , ]]
ஈருள்ளி:[[ஈருள்ளி, , , , , , , , , , , ]]
ஈரெட்டாக:[[ஈரெட், ட், ஆக, , , , , , , , , ], [ஈரெட்ட், ஆக, , , , , , , , , , ], [ஈரெட், ஆக, , , , , , , , , , ]]
ஈரெட்டாக:[[ஈரெட், ட், ஆக, , , , , , , , , ], [ஈரெட்ட், ஆக, , , , , , , , , , ], [ஈரெட், ஆக, , , , , , , , , , ]]
ஈரெட்டாக:[[ஈரெட், ட், ஆக, , , , , , , , , ], [ஈரெட்ட், ஆக, , , , , , , , , , ], [ஈரெட், ஆக, , , , , , , , , , ]]
ஈரெட்டான:[[ஈரெட்டான, null, , , , , , , , , , ]]
ஈர்:[[ஈர், , , , , , , , , , , ]]
ஈர்க்கு:[[ஈர், க், கு, , , , , , , , , ]]
ஈர்ப்பு:[[ஈர், ப், பு, , , , , , , , , ]]
ஈர்வடம்:[[ஈர், வ், அடம், , , , , , , , , ]]
ஈர்வலி:[[ஈர், வலி, , , , , , , , , , ]]
ஈர்வாங்கி:[[ஈர்வாங், க், இ, , , , , , , , , ]]
ஈறாக:[[ஈ, ற், ஆக, , , , , , , , , ]]
ஈறு:[[ஈ, ற், உ, , , , , , , , , ]]
ஈற்றயல்:[[ஈற்ற, ய், அல், , , , , , , , , ]]
ஈற்று:[[ஈற், ற், உ, , , , , , , , , ], [ஈற்ற், உ, , , , , , , , , , ]]
ஈற்று:[[ஈற், ற், உ, , , , , , , , , ], [ஈற்ற், உ, , , , , , , , , , ]]
ஈளை:[[ஈ, ள், ஐ, , , , , , , , , ]]
ஈவிரக்கம்:[[ஈவிரக்க், அம், , , , , , , , , , ]]
ஈவு:[[ஈ, வ், உ, , , , , , , , , ]]
ஈவுத்:[[ஈவு, த், , , , , , , , , , ]]
ஈஸ்வரன்:[[ஈஸ்வரன், , , , , , , , , , , ]]
ஈஸ்வரி:[[ஈஸ்வரி, , , , , , , , , , , ]]
உகந்த:[[உகந், த, , , , , , , , , , ], [உகந்த், அ, , , , , , , , , , ]]
உகந்த:[[உகந், த, , , , , , , , , , ], [உகந்த், அ, , , , , , , , , , ]]
உகப்பு:[[உ, க், அப்பு, , , , , , , , , ]]
உகு:[[உகு, , , , , , , , , , , ]]
உக்கல்:[[உக்கல், , , , , , , , , , , ]]
உக்கிரம்:[[உக்கிரம், , , , , , , , , , , ]]
உக்கிராணம்:[[உக்கிராண், அம், , , , , , , , , , ]]
உக்கு:[[உக்கு, , , , , , , , , , , ]]
உக்குட்டி:[[உ, க், குட்டி, , , , , , , , , ]]
உக்குறுணி:[[உ, க், குறுணி, , , , , , , , , ]]
உங்கள்:[[உங்கள், , , , , , , , , , , ]]
உசத்தி:[[உ, சத்தி, , , , , , , , , , ]]
உசாத்துணை:[[உசாத்து, ண், ஐ, , , , , , , , , ], [உசாத்துண், ஐ, , , , , , , , , , ]]
உசாத்துணை:[[உசாத்து, ண், ஐ, , , , , , , , , ], [உசாத்துண், ஐ, , , , , , , , , , ]]
உசாவு:[[உசாவு, , , , , , , , , , , ]]
உசிதம்:[[உசிதம், , , , , , , , , , , ]]
உசிலி:[[உசி, ல், இ, , , , , , , , , ]]
உசுப்பு:[[உசுப்பு, , , , , , , , , , , ]]
உசுப்பேற்று:[[உசுப்பேற்ற், உ, , , , , , , , , , ]]
உச்சகட்டம்:[[உச்சகட்ட், அம், , , , , , , , , , ], [உச்சகட், அம், , , , , , , , , , ]]
உச்சகட்டம்:[[உச்சகட்ட், அம், , , , , , , , , , ], [உச்சகட், அம், , , , , , , , , , ]]
உச்சக்கட்டம்:[[உச்சக்கட்டம், , , , , , , , , , , ]]
உச்சக்கொப்பில்:[[உச்சக்கொப்பில், null, , , , , , , , , , ]]
உச்சநீதிமன்றம்:[[உச்சநீதிமன்றம், null, , , , , , , , , , ]]
உச்சந்தலை:[[உச்சந்தல், ஐ, , , , , , , , , , ]]
உச்சமட்டம்:[[உச்சமட்ட், அம், , , , , , , , , , ], [உச்சமட், அம், , , , , , , , , , ]]
உச்சமட்டம்:[[உச்சமட்ட், அம், , , , , , , , , , ], [உச்சமட், அம், , , , , , , , , , ]]
உச்சம்:[[உச்சம், , , , , , , , , , , ]]
உச்சரி:[[உச்சரி, , , , , , , , , , , ]]
உச்சரிப்பு:[[உச்சரிப்ப், உ, , , , , , , , , , ]]
உச்சவரம்பு:[[உச்சவரம்பு, null, , , , , , , , , , ]]
உச்சஸ்தாயி:[[உச்சஸ்தாயி, null, , , , , , , , , , ]]
உச்சாடனம்:[[உச்சாடன், அம், , , , , , , , , , ]]
உச்சாணி:[[உச்சாணி, , , , , , , , , , , ]]
உச்சி:[[உச்சி, , , , , , , , , , , ]]
உச்சிகுளிர்:[[உச்சிகுளிர், null, , , , , , , , , , ]]
உச்சிக்கால:[[உச்சிக்கால, null, , , , , , , , , , ]]
உச்சிக்குடுமி:[[உச்சிக்குடுமி, null, , , , , , , , , , ]]
உச்சிக்கொண்டை:[[உச்சிக்கொண்ட், ஐ, , , , , , , , , , ]]
உச்சிக்கொள்:[[உச்சிக்கொள், null, , , , , , , , , , ]]
உச்சிநேரம்:[[உச்சிநேர், அம், , , , , , , , , , ]]
உச்சிப்பொழுது:[[உச்சிப்பொழுது, null, , , , , , , , , , ]]
